split,model,seed,mean_pearson,median_pearson,sd_pearson,mean_spearman,median_spearman,mean_rmse,n_genes
random,mean,0,0.0,0.0,0.0,,,0.4957141044735909,50
random,pca_ridge,0,0.2574487221720951,0.23138183253230954,0.19819266445011624,0.24166319134702607,0.19902474573811982,0.4415696695446968,50
random,spatial_knn,0,0.022756514400837743,0.01206321762831624,0.03797507459588628,0.023994310991165196,0.022330129387051964,0.5182650333076639,50
matched_hop0,mean,0,0.0,0.0,0.0,,,0.49334149330854415,50
matched_hop0,pca_ridge,0,0.24798294529290324,0.18988424934272907,0.1998612725703204,0.2366616232577167,0.16813559205445144,0.4408969847857952,50
matched_hop0,spatial_knn,0,0.013587649664070693,0.005893307900300604,0.02837059442697154,0.01379537888289156,0.008746188446040382,0.528620613895839,50
patient_A,mean,0,0.0,0.0,0.0,,,0.3552510030195117,50
patient_A,pca_ridge,0,0.09333184939974039,0.06451694273270411,0.11150635574879739,0.09162222677693847,0.07353362842180529,0.315832996815443,50
patient_A,spatial_knn,0,0.010043773210686125,0.004947842028538578,0.03412316036407967,0.006917853952266435,0.00913767241260647,0.3963694354608161,50
patient_B,mean,0,0.0,0.0,0.0,,,0.648691058754921,50
patient_B,pca_ridge,0,0.11825983317227028,0.07658742214476788,0.11261916484062327,0.16504949431549812,0.13424189648846085,0.6434377238154412,50
patient_B,spatial_knn,0,-0.0032262562279594103,-0.0012279665518580125,0.02727592520507225,0.0038657271615973056,0.004327903371948735,0.6680875355610589,50
patient_C,mean,0,0.0,0.0,0.0,,,0.42722932593896984,50
patient_C,pca_ridge,0,0.1513249311625459,0.08703529313354517,0.167748308057976,0.138064438446803,0.08553793703332276,0.3975179136544466,50
patient_C,spatial_knn,0,-0.0025912168090727215,-0.011852549502142352,0.03998952792831293,0.001704687718041937,-0.0010250709123186118,0.46549767936014996,50
patient_D,mean,0,0.0,0.0,0.0,,,0.4555817959457636,50
patient_D,pca_ridge,0,0.10805625426869264,0.0585888349707861,0.15458924951721695,0.10761655397058356,0.06066404900592762,0.4267524992674589,50
patient_D,spatial_knn,0,-0.0019705516066927903,0.0014151419463198597,0.027509997368895856,-0.001891348558987388,-0.0006362107465151507,0.4890370770461257,50
patient_E,mean,0,0.0,0.0,0.0,0.0,0.0,0.39536074429750445,50
patient_E,pca_ridge,0,0.05935788758188332,0.041437813500432887,0.06803658250458053,0.06517006480908594,0.052897599647008055,0.38402343679219486,50
patient_E,spatial_knn,0,-0.004778819619823985,-0.0021267888229675796,0.02986948746445051,-0.007349547182161637,-0.0033256844497314845,0.43551159153942154,50
