slide,split,model,seed,gene,pearson,spearman,rmse
Section_1,dataset_heldout,pca_ridge,0,RELN,-0.031077923882886452,-0.016598129875478346,0.0487244687974453
Section_1,dataset_heldout,pca_ridge,0,VTI1A,0.07106525864244138,0.16932152968761885,0.2143259346485138
Section_2,dataset_heldout,pca_ridge,0,PTGDS,0.452591945860328,0.36861014842122874,0.4247954189777374
Section_2,dataset_heldout,pca_ridge,0,CD74,0.7790193584757279,0.7954050684278883,0.7783780694007874
Section_2,dataset_heldout,pca_ridge,0,CCL19,0.5367421296876531,0.42422042580463876,0.5302802324295044
Section_2,dataset_heldout,pca_ridge,0,COL3A1,0.5416376561194938,0.5364462060327718,0.5835190415382385
Section_2,dataset_heldout,pca_ridge,0,CXCL14,-0.028783471053348764,0.02078607824421931,1.459115982055664
Section_2,dataset_heldout,pca_ridge,0,ADH1B,0.1571176017075791,0.08042312456371405,0.2327978014945984
Section_2,dataset_heldout,pca_ridge,0,TFF3,-0.07538402764157705,-0.10041865706806775,1.555634617805481
Section_2,dataset_heldout,pca_ridge,0,POSTN,0.478996682889493,0.46609653230270254,0.5551008582115173
Section_2,dataset_heldout,pca_ridge,0,AQP1,0.39123759810764386,0.2844659752710784,0.45020467042922974
Section_2,dataset_heldout,pca_ridge,0,ISG15,0.4554701310959678,0.4359940979251369,1.078320026397705
Section_2,dataset_heldout,pca_ridge,0,FDCSP,0.20711287096513617,0.10263666626040602,0.1346612274646759
Section_2,dataset_heldout,pca_ridge,0,CFD,0.32096917273443343,0.22973811620468568,0.44503098726272583
Section_2,dataset_heldout,pca_ridge,0,FABP4,0.19206266295862184,0.10721799553298872,0.30947792530059814
Section_2,dataset_heldout,pca_ridge,0,ADIRF,-0.042441699126160144,-0.05183311792570248,1.9382483959197998
Section_2,dataset_heldout,pca_ridge,0,CCL21,0.26778047945733396,0.2125930013388298,0.3760431110858917
Section_2,dataset_heldout,pca_ridge,0,CD3D,0.3786559876919316,0.31048033244241424,0.2809182107448578
Section_2,dataset_heldout,pca_ridge,0,CLDN5,0.34987751083814234,0.24834929218633633,0.30815693736076355
Section_2,dataset_heldout,pca_ridge,0,IFIT2,0.15835262446102935,0.22112769553255424,0.3370911777019501
Section_2,dataset_heldout,pca_ridge,0,PTN,0.05277602853805578,0.06739819420142092,0.1617116928100586
Section_2,dataset_heldout,pca_ridge,0,S100B,0.078357158421998,0.08371335088009052,0.1293603926897049
Section_2,dataset_heldout,pca_ridge,0,ACTG2,0.05495360783015974,0.0459521433275741,0.07455095648765564
Section_2,dataset_heldout,pca_ridge,0,FOS,0.24124933371737883,0.19571570064412275,0.5246690511703491
Section_2,dataset_heldout,pca_ridge,0,ELN,0.30984909962581836,0.25686673250239883,0.3401064872741699
Section_2,dataset_heldout,pca_ridge,0,NRP1,0.13656518307982213,0.18064005923355497,0.31979066133499146
Section_2,dataset_heldout,pca_ridge,0,MS4A4A,0.24134565809576072,0.22694426401508103,0.2848048210144043
Section_2,dataset_heldout,pca_ridge,0,LMOD1,0.13730643503068182,0.09325561945547078,0.12489718198776245
Section_2,dataset_heldout,pca_ridge,0,HBA2,0.07042060679008753,0.06518632829701212,0.2099730223417282
Section_2,dataset_heldout,pca_ridge,0,PPP1R14A,0.18751389748945732,0.14828261089459613,0.20398248732089996
Section_2,dataset_heldout,pca_ridge,0,SLITRK6,0.13392609729091687,0.13600737452614806,0.548294723033905
Section_2,dataset_heldout,pca_ridge,0,ADD3,0.12753083937027765,0.15414224351808942,0.3034287393093109
Section_2,dataset_heldout,pca_ridge,0,MIA,0.024802620327935655,0.039634901740592865,0.12040366232395172
Section_2,dataset_heldout,pca_ridge,0,LTF,0.06247246209025502,0.07176185893584654,0.5942152142524719
Section_2,dataset_heldout,pca_ridge,0,CST7,0.2964517669646188,0.2734479793372329,0.24935968220233917
Section_2,dataset_heldout,pca_ridge,0,TNF,0.046035273356613976,0.0926415537389671,0.15853238105773926
Section_2,dataset_heldout,pca_ridge,0,NEXN,0.06854120261355688,0.08819093373230565,0.12785199284553528
Section_2,dataset_heldout,pca_ridge,0,HBB,0.06246023400143513,0.041563416991149384,0.19694189727306366
Section_2,dataset_heldout,pca_ridge,0,SP140L,0.05937692506524285,0.12427998685711697,0.2570943236351013
Section_2,dataset_heldout,pca_ridge,0,CDKN1C,0.0893370495594969,0.07157930225878108,0.2371675968170166
Section_2,dataset_heldout,pca_ridge,0,ITGB1,0.228445668659242,0.18720443348769064,0.9685612916946411
Section_2,dataset_heldout,pca_ridge,0,CLDN11,0.10415613897742955,0.0847136614135514,0.14730389416217804
Section_2,dataset_heldout,pca_ridge,0,STC2,0.24456209014949648,0.2282592207745553,0.7460677623748779
Section_2,dataset_heldout,pca_ridge,0,UGT8,0.050822991973533314,0.02820562738823993,0.023685451596975327
Section_2,dataset_heldout,pca_ridge,0,SOX6,-0.007216529244425405,-0.006478084637876202,0.055112991482019424
Section_2,dataset_heldout,pca_ridge,0,PDLIM4,0.12199094002143919,0.09181652217728503,0.2051912248134613
Section_2,dataset_heldout,pca_ridge,0,TLR7,0.1290933786974729,0.13176467247238885,0.13716097176074982
Section_2,dataset_heldout,pca_ridge,0,EBF1,0.13215547252032767,0.10602066533530569,0.1409129649400711
Section_2,dataset_heldout,pca_ridge,0,FMO2,0.08250150316189796,0.044544482968487106,0.1274714171886444
Section_2,dataset_heldout,pca_ridge,0,RELN,0.033445253557109485,0.03218358890710634,0.048615556210279465
Section_2,dataset_heldout,pca_ridge,0,VTI1A,0.034099759523856486,0.13056714821396423,0.2254580855369568
Section_1,dataset_heldout,mean,1,PTGDS,0.0,,0.5858131051063538
Section_1,dataset_heldout,mean,1,CD74,,,0.8972766995429993
Section_1,dataset_heldout,mean,1,CCL19,,,0.6050981879234314
Section_1,dataset_heldout,mean,1,COL3A1,0.0,,0.7182589173316956
Section_1,dataset_heldout,mean,1,CXCL14,,,1.375656247138977
Section_1,dataset_heldout,mean,1,ADH1B,,,0.27974435687065125
Section_1,dataset_heldout,mean,1,TFF3,,,1.7535756826400757
Section_1,dataset_heldout,mean,1,POSTN,0.0,,0.6447772979736328
Section_1,dataset_heldout,mean,1,AQP1,0.0,,0.548973560333252
Section_1,dataset_heldout,mean,1,ISG15,0.0,,1.334559679031372
Section_1,dataset_heldout,mean,1,FDCSP,,,0.1077452227473259
Section_1,dataset_heldout,mean,1,CFD,0.0,,0.5110117197036743
Section_1,dataset_heldout,mean,1,FABP4,,,0.28113576769828796
