split,model,seed,gene,pearson,spearman,rmse
random,mean,0,ENSG00000281383,,,1.1029657125473022
random,mean,0,ENSG00000251562,,,0.8874818086624146
random,mean,0,ENSG00000137077,,,1.0655168294906616
random,mean,0,ENSG00000254709,,,1.3212443590164185
random,mean,0,ENSG00000118785,,,1.28160560131073
random,mean,0,ENSG00000108821,,,1.3510569334030151
random,mean,0,ENSG00000156738,,,0.785309910774231
random,mean,0,ENSG00000019582,0.0,,1.268693447113037
random,mean,0,ENSG00000132465,0.0,,0.9292477369308472
random,mean,0,ENSG00000169442,0.0,,1.09060537815094
random,mean,0,ENSG00000182492,,,1.349778652191162
random,mean,0,ENSG00000101335,0.0,,1.0978354215621948
random,mean,0,ENSG00000105369,,,0.793179988861084
random,mean,0,ENSG00000168542,,,1.1843183040618896
random,mean,0,ENSG00000204382,,,0.5519617199897766
random,mean,0,ENSG00000261857,0.0,,1.277490258216858
random,mean,0,ENSG00000185664,,,2.038437604904175
random,mean,0,ENSG00000245532,,,1.1864103078842163
random,mean,0,ENSG00000153064,,,0.3005879521369934
random,mean,0,ENSG00000137818,,,0.5387288928031921
random,mean,0,ENSG00000104921,0.0,,0.4387573003768921
random,mean,0,ENSG00000164692,,,1.2074410915374756
random,mean,0,ENSG00000160307,,,1.5248875617980957
random,mean,0,ENSG00000126709,,,1.3864754438400269
random,mean,0,ENSG00000204287,0.0,,1.1553654670715332
random,mean,0,ENSG00000105664,0.0,,0.5903112292289734
random,mean,0,ENSG00000227507,,,0.8340906500816345
random,mean,0,ENSG00000234745,0.0,,1.2390586137771606
random,mean,0,ENSG00000104894,,,0.7054608464241028
random,mean,0,ENSG00000196092,,,0.3741239309310913
random,mean,0,ENSG00000129538,,,1.1433597803115845
random,mean,0,ENSG00000143341,,,0.9210698008537292
random,mean,0,ENSG00000139329,,,0.8472480177879333
random,mean,0,ENSG00000087086,,,0.6511549949645996
random,mean,0,ENSG00000140105,,,1.0662096738815308
random,mean,0,ENSG00000162511,,,1.1405905485153198
random,mean,0,ENSG00000110799,,,0.861905038356781
random,mean,0,ENSG00000107317,,,0.776859700679779
random,mean,0,ENSG00000173369,,,1.1575019359588623
random,mean,0,ENSG00000011465,,,0.7495535016059875
random,mean,0,ENSG00000115306,,,1.0114898681640625
random,mean,0,ENSG00000102879,,,0.8429921865463257
random,mean,0,ENSG00000104419,,,1.2146636247634888
random,mean,0,ENSG00000255823,0.0,,1.1944257020950317
random,mean,0,ENSG00000115461,,,1.1258295774459839
random,mean,0,ENSG00000068831,,,0.5634267330169678
random,mean,0,ENSG00000125730,,,0.8127670288085938
random,mean,0,ENSG00000206503,0.0,,1.0868871212005615
random,mean,0,ENSG00000007312,,,0.6724459528923035
random,mean,0,ENSG00000145824,,,0.5334126353263855
random,pca_ridge,0,ENSG00000281383,0.7199096659540187,0.7002626055276614,0.7648933529853821
random,pca_ridge,0,ENSG00000251562,0.6315850678355786,0.6997158494606164,0.6907088756561279
