gene,model,random,strict,moran_i,inflation,dataset,platform,strict_type,strict_split
PLP1,pca_ridge,0.5187821347412709,0.3822246222091265,0.418948084852661,0.13655751253214438,dlpfc,Visium_DLPFC,spatial,matched_hop0
PLP1,spatial_knn,0.4500406927787009,0.3096037480143804,0.418948084852661,0.1404369447643205,dlpfc,Visium_DLPFC,spatial,matched_hop0
PPP1R14A,pca_ridge,0.4162307664837727,0.222653696179243,0.2156929779592869,0.19357707030452972,dlpfc,Visium_DLPFC,spatial,matched_hop0
PPP1R14A,spatial_knn,0.27726322719026675,0.11122979692762584,0.2156929779592869,0.1660334302626409,dlpfc,Visium_DLPFC,spatial,matched_hop0
PTGDS,mean,0.0,0.0,0.1777215540482319,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
PTGDS,pca_ridge,0.3220210715689116,0.22052136944343834,0.1777215540482319,0.10149970212547324,dlpfc,Visium_DLPFC,spatial,matched_hop0
PTGDS,spatial_knn,0.10909209258586443,0.01323169445749237,0.1777215540482319,0.09586039812837206,dlpfc,Visium_DLPFC,spatial,matched_hop0
RNASE1,mean,0.0,0.0,0.1665005564998363,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
RNASE1,pca_ridge,0.3694775441830159,0.21541314828934044,0.1665005564998363,0.1540643958936755,dlpfc,Visium_DLPFC,spatial,matched_hop0
RNASE1,spatial_knn,0.21281121506494158,0.10998359164968381,0.1665005564998363,0.10282762341525777,dlpfc,Visium_DLPFC,spatial,matched_hop0
S100A11,mean,0.0,0.0,0.1697706261926276,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
S100A11,pca_ridge,0.25662575459377857,0.17760742607334848,0.1697706261926276,0.07901832852043009,dlpfc,Visium_DLPFC,spatial,matched_hop0
S100A11,spatial_knn,0.2545070374080871,0.15249730757955368,0.1697706261926276,0.10200972982853343,dlpfc,Visium_DLPFC,spatial,matched_hop0
S100B,mean,0.0,0.0,0.2048527570168208,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
S100B,pca_ridge,0.341619958157774,0.2492373449420507,0.2048527570168208,0.09238261321572333,dlpfc,Visium_DLPFC,spatial,matched_hop0
S100B,spatial_knn,0.1506780333164137,0.06505616983621218,0.2048527570168208,0.08562186348020151,dlpfc,Visium_DLPFC,spatial,matched_hop0
SAA1,pca_ridge,0.13577841653370692,0.11911247545384966,0.4136080591854777,0.016665941079857263,dlpfc,Visium_DLPFC,spatial,matched_hop0
SAA1,spatial_knn,0.5090474770866843,0.3922612196983449,0.4136080591854777,0.11678625738833942,dlpfc,Visium_DLPFC,spatial,matched_hop0
SAA2,mean,0.0,0.0,0.1772707756291735,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
SAA2,pca_ridge,0.07736151695889644,0.0676729435171877,0.1772707756291735,0.009688573441708745,dlpfc,Visium_DLPFC,spatial,matched_hop0
SAA2,spatial_knn,0.27184718093964994,0.1532913580559928,0.1772707756291735,0.11855582288365712,dlpfc,Visium_DLPFC,spatial,matched_hop0
SCGB1D2,mean,0.0,0.0,0.5286076681339221,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
SCGB1D2,pca_ridge,0.24523025263244116,0.19203699640552524,0.5286076681339221,0.053193256226915925,dlpfc,Visium_DLPFC,spatial,matched_hop0
SCGB1D2,spatial_knn,0.5909445757176124,0.3935341100014627,0.5286076681339221,0.19741046571614967,dlpfc,Visium_DLPFC,spatial,matched_hop0
SCGB2A2,pca_ridge,0.2974663444187652,0.2219700243705837,0.7143328555346343,0.07549632004818149,dlpfc,Visium_DLPFC,spatial,matched_hop0
SCGB2A2,spatial_knn,0.712950083526268,0.49344598462429606,0.7143328555346343,0.21950409890197192,dlpfc,Visium_DLPFC,spatial,matched_hop0
SEPT4,mean,0.0,0.0,0.1760454776288026,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
SEPT4,pca_ridge,0.3552539847951309,0.23900583309855733,0.1760454776288026,0.11624815169657354,dlpfc,Visium_DLPFC,spatial,matched_hop0
SEPT4,spatial_knn,0.22851690882009668,0.11544334789505932,0.1760454776288026,0.11307356092503736,dlpfc,Visium_DLPFC,spatial,matched_hop0
SPP1,mean,0.0,0.0,0.2172672707758185,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
SPP1,pca_ridge,0.44363552621209534,0.27689660637758295,0.2172672707758185,0.1667389198345124,dlpfc,Visium_DLPFC,spatial,matched_hop0
SPP1,spatial_knn,0.2845181836126499,0.16577505314708005,0.2172672707758185,0.11874313046556986,dlpfc,Visium_DLPFC,spatial,matched_hop0
TF,mean,0.0,0.0,0.2769873246015387,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
TF,pca_ridge,0.478739936076901,0.3089908705838743,0.2769873246015387,0.1697490654930267,dlpfc,Visium_DLPFC,spatial,matched_hop0
TF,spatial_knn,0.3375142809596186,0.20576148131333188,0.2769873246015387,0.13175279964628672,dlpfc,Visium_DLPFC,spatial,matched_hop0
TFF1,mean,0.0,0.0,0.2356339408791286,0.0,dlpfc,Visium_DLPFC,spatial,matched_hop0
TFF1,pca_ridge,0.14482351979420985,0.12060205498157188,0.2356339408791286,0.02422146481263797,dlpfc,Visium_DLPFC,spatial,matched_hop0
TFF1,spatial_knn,0.3303872136651679,0.19489432489892566,0.2356339408791286,0.13549288876624221,dlpfc,Visium_DLPFC,spatial,matched_hop0
TFF3,pca_ridge,0.16129358375496464,0.1457124982923394,0.1745244424053923,0.015581085462625238,dlpfc,Visium_DLPFC,spatial,matched_hop0
TFF3,spatial_knn,0.22744451446056227,0.07889928659801179,0.1745244424053923,0.14854522786255048,dlpfc,Visium_DLPFC,spatial,matched_hop0
TMEM144,pca_ridge,0.3940612852314571,0.21594008354930744,0.1660435568944688,0.17812120168214968,dlpfc,Visium_DLPFC,spatial,matched_hop0
TMEM144,spatial_knn,0.22129580905382187,0.08667718396086962,0.1660435568944688,0.13461862509295225,dlpfc,Visium_DLPFC,spatial,matched_hop0
AGR2,mean,0.0,0.0,0.1324995223814516,0.0,anderson,ST_v1,spatial,matched_hop5
AGR2,pca_ridge,0.5496429501715225,0.023427773684704854,0.1324995223814516,0.5262151764868177,anderson,ST_v1,spatial,matched_hop5
AGR2,spatial_knn,0.02812861370731166,-0.2016997249399463,0.1324995223814516,0.22982833864725796,anderson,ST_v1,spatial,matched_hop5
AGR3,mean,0.0,0.0,0.1426284395399444,0.0,anderson,ST_v1,spatial,matched_hop5
AGR3,pca_ridge,0.4189126973030148,0.08133094544033466,0.1426284395399444,0.33758175186268014,anderson,ST_v1,spatial,matched_hop5
AGR3,spatial_knn,0.07389553719941014,-0.007870240738450428,0.1426284395399444,0.08176577793786056,anderson,ST_v1,spatial,matched_hop5
AP000769,mean,0.0,0.0,0.2195950598468359,0.0,anderson,ST_v1,spatial,matched_hop5
AP000769,pca_ridge,0.7471360398243327,0.4220656563558252,0.2195950598468359,0.32507038346850753,anderson,ST_v1,spatial,matched_hop5
AP000769,spatial_knn,0.02687721064304932,-0.048957126265062975,0.2195950598468359,0.0758343369081123,anderson,ST_v1,spatial,matched_hop5
AREG,mean,0.0,0.0,0.1498006185941157,0.0,anderson,ST_v1,spatial,matched_hop5
AREG,pca_ridge,0.46306710483203056,-0.06997743769924389,0.1498006185941157,0.5330445425312744,anderson,ST_v1,spatial,matched_hop5
AREG,spatial_knn,0.11436806944890102,-0.035581319755993775,0.1498006185941157,0.14994938920489478,anderson,ST_v1,spatial,matched_hop5
ASPH,mean,0.0,0.0,0.1078742777110338,0.0,anderson,ST_v1,spatial,matched_hop5
ASPH,pca_ridge,0.643689707462799,0.6930298558680825,0.1078742777110338,-0.04934014840528356,anderson,ST_v1,spatial,matched_hop5
ASPH,spatial_knn,0.00415353262668787,0.09253961995856148,0.1078742777110338,-0.08838608733187361,anderson,ST_v1,spatial,matched_hop5
CCL19,mean,0.0,0.0,0.1389008918769181,0.0,anderson,ST_v1,spatial,matched_hop5
CCL19,pca_ridge,0.4690175421917197,0.1794737345958502,0.1389008918769181,0.2895438075958695,anderson,ST_v1,spatial,matched_hop5
CCL19,spatial_knn,0.03611931383892636,0.08492295948023597,0.1389008918769181,-0.04880364564130961,anderson,ST_v1,spatial,matched_hop5
CCL21,mean,0.0,0.0,0.0817075963034446,0.0,anderson,ST_v1,spatial,matched_hop5
CCL21,pca_ridge,0.2658902099361241,0.08796051522635971,0.0817075963034446,0.17792969470976439,anderson,ST_v1,spatial,matched_hop5
CCL21,spatial_knn,0.03721928052445981,0.01778738994132062,0.0817075963034446,0.01943189058313919,anderson,ST_v1,spatial,matched_hop5
CD36,mean,0.0,0.0,0.0968794239704968,0.0,anderson,ST_v1,spatial,matched_hop5
CD36,pca_ridge,0.6656004599790458,0.5018293028489407,0.0968794239704968,0.16377115713010515,anderson,ST_v1,spatial,matched_hop5
CD36,spatial_knn,0.01993109541420924,0.0066006165559442,0.0968794239704968,0.013330478858265039,anderson,ST_v1,spatial,matched_hop5
