slide,split,model,seed,gene,pearson,spearman,rmse
mel1_rep1,random,mean,0,ENSG00000281383,,,1.1464310884475708
mel1_rep1,random,mean,0,ENSG00000251562,0.0,,0.7027303576469421
mel1_rep1,random,mean,0,ENSG00000137077,0.0,,1.0906425714492798
mel1_rep1,random,mean,0,ENSG00000254709,0.0,,1.738163948059082
mel1_rep1,random,mean,0,ENSG00000118785,,,1.7720794677734375
mel1_rep1,random,mean,0,ENSG00000108821,0.0,,1.6335642337799072
mel1_rep1,random,mean,0,ENSG00000156738,0.0,,1.3530018329620361
mel1_rep1,random,mean,0,ENSG00000019582,0.0,,1.2416452169418335
mel1_rep1,random,mean,0,ENSG00000132465,0.0,,1.2679985761642456
mel1_rep1,random,mean,0,ENSG00000169442,0.0,,1.2026796340942383
mel1_rep1,random,mean,0,ENSG00000182492,0.0,,1.24833083152771
mel1_rep1,random,mean,0,ENSG00000101335,0.0,,1.3270987272262573
mel1_rep1,random,mean,0,ENSG00000105369,,,1.3606091737747192
mel1_rep1,random,mean,0,ENSG00000168542,,,1.3241156339645386
mel1_rep1,random,mean,0,ENSG00000204382,,,1.1205172538757324
mel1_rep1,random,mean,0,ENSG00000261857,,,1.770960807800293
mel1_rep1,random,mean,0,ENSG00000185664,,,1.1831910610198975
mel1_rep1,random,mean,0,ENSG00000245532,0.0,,0.9899625778198242
mel1_rep1,random,mean,0,ENSG00000153064,0.0,,0.5457758903503418
mel1_rep1,random,mean,0,ENSG00000137818,0.0,,0.3831910490989685
mel1_rep1,random,mean,0,ENSG00000104921,0.0,,0.621910810470581
mel1_rep1,random,mean,0,ENSG00000164692,0.0,,1.0544965267181396
mel1_rep1,random,mean,0,ENSG00000160307,0.0,,1.8721152544021606
mel1_rep1,random,mean,0,ENSG00000126709,,,1.0924183130264282
mel1_rep1,random,mean,0,ENSG00000204287,,,1.3195109367370605
mel1_rep1,random,mean,0,ENSG00000105664,,,1.0364257097244263
mel1_rep1,random,mean,0,ENSG00000227507,0.0,,1.1972864866256714
mel1_rep1,random,mean,0,ENSG00000234745,0.0,,1.2365628480911255
mel1_rep1,random,mean,0,ENSG00000104894,,,1.1063320636749268
mel1_rep1,random,mean,0,ENSG00000196092,0.0,,0.8563935160636902
mel1_rep1,random,mean,0,ENSG00000129538,0.0,,1.114162802696228
mel1_rep1,random,mean,0,ENSG00000143341,0.0,,0.8050827383995056
mel1_rep1,random,mean,0,ENSG00000139329,0.0,,0.8501269817352295
mel1_rep1,random,mean,0,ENSG00000087086,,,0.40209317207336426
mel1_rep1,random,mean,0,ENSG00000140105,0.0,,1.2110868692398071
mel1_rep1,random,mean,0,ENSG00000162511,0.0,,1.2144339084625244
mel1_rep1,random,mean,0,ENSG00000110799,0.0,,0.964108407497406
mel1_rep1,random,mean,0,ENSG00000107317,,,0.7978749871253967
mel1_rep1,random,mean,0,ENSG00000173369,,,1.066928505897522
mel1_rep1,random,mean,0,ENSG00000011465,0.0,,0.8401533961296082
mel1_rep1,random,mean,0,ENSG00000115306,0.0,,1.215196967124939
mel1_rep1,random,mean,0,ENSG00000102879,0.0,,1.1284990310668945
mel1_rep1,random,mean,0,ENSG00000104419,,,1.207697868347168
mel1_rep1,random,mean,0,ENSG00000255823,0.0,,1.0388729572296143
mel1_rep1,random,mean,0,ENSG00000115461,,,0.8671166896820068
mel1_rep1,random,mean,0,ENSG00000068831,,,0.8857847452163696
mel1_rep1,random,mean,0,ENSG00000125730,0.0,,1.4185194969177246
mel1_rep1,random,mean,0,ENSG00000206503,,,1.0774091482162476
mel1_rep1,random,mean,0,ENSG00000007312,0.0,,0.9461886882781982
mel1_rep1,random,mean,0,ENSG00000145824,0.0,,1.0667718648910522
mel1_rep1,random,mean,0,ENSG00000152556,,,0.6377899646759033
mel1_rep1,random,mean,0,ENSG00000273576,0.0,,0.12130555510520935
mel1_rep1,random,mean,0,ENSG00000266074,,,0.2767222225666046
mel1_rep1,random,mean,0,ENSG00000198466,0.0,,0.28772035241127014
mel1_rep1,random,mean,0,ENSG00000169884,0.0,0.0,0.016252988949418068
mel1_rep1,random,mean,0,ENSG00000126001,,,0.3727591335773468
mel1_rep1,random,mean,0,ENSG00000185963,0.0,,0.3213438093662262
mel1_rep1,random,mean,0,ENSG00000215845,0.0,,0.6864727139472961
mel1_rep1,random,mean,0,ENSG00000172936,,,0.4550831913948059
mel1_rep1,random,mean,0,ENSG00000179104,0.0,,0.16973452270030975
mel1_rep1,random,mean,0,ENSG00000006282,,,0.6279290914535522
mel1_rep1,random,mean,0,ENSG00000188917,0.0,,0.4811047911643982
mel1_rep1,random,mean,0,ENSG00000258130,0.0,0.0,0.02920563519001007
