split,model,seed,mean_pearson,median_pearson,sd_pearson,mean_spearman,median_spearman,mean_rmse,n_genes
random,mean,0,0.0,0.0,0.0,,,0.6915497398376464,50
random,pca_ridge,0,0.6004501026934213,0.6178905286548655,0.11262271626687033,0.5719780444388158,0.5771085592347567,0.5444270181655884,50
random,spatial_knn,0,0.6530747507457275,0.6391151573444493,0.08017924770996439,0.5867825725250337,0.6102642988498033,0.5194257758292257,50
matched_hop0,mean,0,0.0,0.0,0.0,,,0.6423722887039185,50
matched_hop0,pca_ridge,0,0.438740103719043,0.39489449340215577,0.23028550992874952,0.42867951421119443,0.3734429220669533,0.5503381788730621,50
matched_hop0,spatial_knn,0,0.27666076542634604,0.26448109177373935,0.15596220771824312,0.24395872435419924,0.22510216845575748,0.6216750923485392,50
matched_hop1,mean,0,0.0,0.0,0.0,,,0.6423722887039185,50
matched_hop1,pca_ridge,0,0.438740103719043,0.39489449340215577,0.23028550992874952,0.42867951421119443,0.3734429220669533,0.5503381788730621,50
matched_hop1,spatial_knn,0,0.27666076542634604,0.26448109177373935,0.15596220771824312,0.24395872435419924,0.22510216845575748,0.6216750923485392,50
matched_hop2,mean,0,0.0,0.0,0.0,,,0.6366292989253998,50
matched_hop2,pca_ridge,0,0.4277950015333424,0.38629162747810464,0.24025842803010097,0.41707831853418187,0.38247590681789007,0.5466116160154343,50
matched_hop2,spatial_knn,0,0.20718038567775138,0.20002076093355528,0.1909668419790696,0.19654261858448618,0.15983147110104665,0.6321598229320611,50
matched_hop5,mean,0,0.0,0.0,0.0,,,0.6369780176877975,50
matched_hop5,pca_ridge,0,0.4049876261481334,0.3663139977245287,0.2567680261785416,0.39872114764618494,0.3549525137994717,0.5501960092782974,50
matched_hop5,spatial_knn,0,0.08222994406297451,0.0345590481717724,0.2315195974540734,0.07959822408462963,0.050410986175275146,0.6634885268163583,50
matched_coord0.25,mean,0,0.0,0.0,0.0,,,0.6345337277650833,50
matched_coord0.25,pca_ridge,0,0.42232603328580415,0.38523240251720714,0.24522101853536346,0.4128892631548418,0.38019234303533594,0.5440349024534226,50
matched_coord0.25,spatial_knn,0,0.15562132685701852,0.11868232070466192,0.21148038194881624,0.14672045191204577,0.08999193299496681,0.6496290183345406,50
matched_coord0.5,mean,0,0.0,0.0,0.0,,,0.6253863537311554,50
matched_coord0.5,pca_ridge,0,0.39474029786595255,0.3647598566931899,0.25841107729830093,0.3897913872779628,0.33033888961449087,0.5441124314069747,50
matched_coord0.5,spatial_knn,0,0.05258002522876093,0.025612267191966083,0.2497049038785844,0.047525747275687084,0.017937161685486487,0.6664380892393789,50
matched_coord1.0,mean,0,0.0,0.0,0.0,,,0.6117771422863006,50
matched_coord1.0,pca_ridge,0,0.3584748055828804,0.36949771662577513,0.25432636354359567,0.35866009360439505,0.322604571685538,0.5612185090780258,50
matched_coord1.0,spatial_knn,0,0.03070502472794255,0.0020637447378517157,0.24878616841651302,0.01931430015249473,0.008800169594682584,0.6815304962362793,50
slide_Section_1,mean,0,0.0,0.0,0.0,,,0.7036954176425934,50
slide_Section_1,pca_ridge,0,0.5756551169781781,0.6056684168570634,0.1198087892318082,0.5565517531452948,0.5724652012246049,0.567602794766426,50
slide_Section_1,spatial_knn,0,0.5470009976830987,0.55152802556461,0.12181745684690984,0.49173617935584457,0.5084943446790355,0.6034267303640908,50
slide_Section_2,mean,0,0.0,0.0,0.0,,,0.6859876382350921,50
slide_Section_2,pca_ridge,0,0.584711455503664,0.6101847669169542,0.1224709987564531,0.5487079985408113,0.5601011714003257,0.5449324780702591,50
slide_Section_2,spatial_knn,0,0.5579651243483916,0.5665903025370651,0.1261954850076888,0.4969281225149534,0.49930483644311796,0.5830556541419394,50
region_hop5,mean,0,0.0,0.0,0.0,,,0.6617048156261444,50
region_hop5,pca_ridge,0,0.4856042654709253,0.5266393816932392,0.14084184230833055,0.4535475247820239,0.4798798695397709,0.5577968361973763,50
region_hop5,spatial_knn,0,0.18277426607308989,0.14210423715936255,0.1791510032102504,0.14053953636437058,0.12561887303700553,0.7268434002071212,50
region_hop10,mean,0,0.0,0.0,0.0,,,0.6452913644909859,50
region_hop10,pca_ridge,0,0.43024463630464527,0.4509999460867081,0.16058352587370656,0.4090676437419481,0.4206614610600208,0.5569649520516395,50
region_hop10,spatial_knn,0,0.1197000221222285,0.11133517236709303,0.18576744419652091,0.08718792035817594,0.08162903645966044,0.7341947963732888,50
random,mean,1,0.0,0.0,0.0,,,0.6784611791372299,50
random,pca_ridge,1,0.5841617217469925,0.6053332092261324,0.11906713628657642,0.5619983632833749,0.5682493170423568,0.5402417182922363,50
random,spatial_knn,1,0.644715225944952,0.6268373321565193,0.08761285873904859,0.5824814704010924,0.5955262382539516,0.5123026786510424,50
matched_hop0,mean,1,0.0,0.0,0.0,,,0.6415874314308166,50
matched_hop0,pca_ridge,1,0.5537391605734971,0.5992140205209671,0.19579900158108474,0.5227802657279911,0.5727994015540128,0.5245715701580047,50
matched_hop0,spatial_knn,1,0.32154181186716857,0.29061117370802036,0.1755225646993167,0.29864899203861733,0.26952275362236894,0.664186975359216,50
matched_hop1,mean,1,0.0,0.0,0.0,,,0.6415874314308166,50
matched_hop1,pca_ridge,1,0.5537391605734971,0.5992140205209671,0.19579900158108474,0.5227802657279911,0.5727994015540128,0.5245715701580047,50
matched_hop1,spatial_knn,1,0.32154181186716857,0.29061117370802036,0.1755225646993167,0.29864899203861733,0.26952275362236894,0.664186975359216,50
matched_hop2,mean,1,0.0,0.0,0.0,,,0.6301840037107468,50
matched_hop2,pca_ridge,1,0.5440743757122125,0.5963400263218813,0.19657812770334968,0.5036772929821983,0.5429993505169812,0.5178382521867753,50
matched_hop2,spatial_knn,1,0.26994242768788024,0.24714944265962696,0.20017867194445985,0.25754515168682296,0.24458164765196835,0.6784198737971819,50
matched_hop5,mean,1,0.0,0.0,0.0,,,0.6312519472837448,50
matched_hop5,pca_ridge,1,0.4874438703721494,0.49266906394370263,0.20484883532647277,0.4425829665579073,0.4598346929283448,0.5292961645126343,50
matched_hop5,spatial_knn,1,0.2021451968233852,0.1486364301729547,0.23176507660616416,0.1740472311009987,0.15998338710443122,0.712411051867418,50
matched_coord0.25,mean,1,0.0,0.0,0.0,,,0.6253880947828293,50
matched_coord0.25,pca_ridge,1,0.518690125151399,0.5675131558036045,0.19606280534617304,0.46956081904969943,0.4988843638857483,0.5206834030151367,50
matched_coord0.25,spatial_knn,1,0.2482330960091807,0.21465278198507784,0.19887032604108423,0.22667250066431152,0.1945037961045653,0.6895665399441114,50
matched_coord0.5,mean,1,0.0,0.0,0.0,,,0.6309271562099457,50
matched_coord0.5,pca_ridge,1,0.44835047293581,0.4652509202853131,0.21582041524317497,0.4006663166136209,0.39432946111449874,0.5348297983407975,50
matched_coord0.5,spatial_knn,1,0.22736381008136722,0.19293143671737523,0.18904563481241007,0.1849076982353231,0.16568619589700773,0.7167912122977603,50
matched_coord1.0,mean,1,0.0,0.0,0.0,,,0.5993230819702149,50
matched_coord1.0,pca_ridge,1,0.3301277546808255,0.34127793024132325,0.25595641366315786,0.30700677453668285,0.3005001389274799,0.5470470458269119,50
matched_coord1.0,spatial_knn,1,-0.010969895974817456,-0.04274189265374133,0.25040295525161593,-0.0146813218014859,-0.043822703525514255,0.7046548347852786,50
random,mean,2,0.0,0.0,0.0,,,0.6803432542085648,50
random,pca_ridge,2,0.6051579470610018,0.6368267792114692,0.11372849467429665,0.5739855035060131,0.5866555501166625,0.5318763124942779,50
random,spatial_knn,2,0.655708271709638,0.6329581304806797,0.08681245777643415,0.5868150846589146,0.6062122058887871,0.5080394986295872,50
