split,model,seed,gene,pearson,spearman,rmse
random,graphsage,0,ENSG00000107317,0.5274592885778061,0.44057697922542266,0.6715011596679688
random,graphsage,0,ENSG00000019582,0.7758296209987162,0.7818849767877498,0.8022148013114929
random,graphsage,0,ENSG00000172724,0.5963415817138044,0.5108777167782962,0.6185332536697388
random,graphsage,0,ENSG00000168542,0.6420405769691937,0.6031157763422534,0.9278932213783264
random,graphsage,0,ENSG00000145824,0.502894396612137,0.4793639723956979,0.4641280472278595
random,graphsage,0,ENSG00000196616,0.5023829154647763,0.3906654940981947,0.25364187359809875
random,graphsage,0,ENSG00000160180,0.0,,0.2749319076538086
random,graphsage,0,ENSG00000133110,0.6957731425667477,0.680709240817006,0.8185020685195923
random,graphsage,0,ENSG00000240583,0.8199924105662252,0.7295176845252548,0.6933394074440002
random,graphsage,0,ENSG00000187608,0.6301193635727449,0.48443407007356615,0.7283665537834167
random,graphsage,0,ENSG00000181617,0.6225036596761545,0.5499622609341976,0.3850131630897522
random,graphsage,0,ENSG00000197766,0.32920324979805626,0.323992597224609,0.6394799947738647
random,graphsage,0,ENSG00000170323,0.0,,0.20400770008563995
random,graphsage,0,ENSG00000148671,0.43084097880096356,0.28602104863732697,0.4409826099872589
random,graphsage,0,ENSG00000137077,0.7191258214176387,0.5783781720283017,0.7459831237792969
random,graphsage,0,ENSG00000167286,0.4300006752823847,0.3437447346359062,0.39696258306503296
random,graphsage,0,ENSG00000184113,0.4639811624319947,0.4086988532411445,0.5688068270683289
random,graphsage,0,ENSG00000119922,0.18257125594768175,0.163314038220137,0.3419853746891022
random,graphsage,0,ENSG00000105894,0.9392074914075857,0.8953427203393607,0.43278247117996216
random,graphsage,0,ENSG00000160307,0.8627244192450623,0.8829664303422982,0.7923755049705505
random,graphsage,0,ENSG00000163017,0.368638076338888,0.37236855015476744,0.34553852677345276
random,graphsage,0,ENSG00000170345,0.34706307653406565,0.3149093945827151,0.7300615906715393
random,graphsage,0,ENSG00000049540,0.292952987426294,0.26542968120213584,0.44113820791244507
random,graphsage,0,ENSG00000099250,0.13496032524714557,0.17286738254212333,0.5295761227607727
random,graphsage,0,ENSG00000110079,0.3384052234507469,0.2401147268703705,0.3220713138580322
random,graphsage,0,ENSG00000163431,0.12244695492625092,0.23908353677000865,0.29585152864456177
random,graphsage,0,ENSG00000188536,0.15400383339106172,0.027167214881244676,0.248270183801651
random,graphsage,0,ENSG00000167641,0.0,,0.28645938634872437
random,graphsage,0,ENSG00000184564,0.0,,0.12908750772476196
random,graphsage,0,ENSG00000148700,0.035554786769196725,0.07121777538736292,0.5947213768959045
random,graphsage,0,ENSG00000261857,0.8178904273092038,0.83072517336167,0.7723664045333862
random,graphsage,0,ENSG00000012223,-0.01396852277070568,-0.01840419505522822,0.13826875388622284
random,graphsage,0,ENSG00000077984,0.1779210898870983,0.14731972499178456,0.35394901037216187
random,graphsage,0,ENSG00000232810,0.31100764479429927,0.30278003853899843,0.1077934056520462
random,graphsage,0,ENSG00000162614,0.0,,0.27387356758117676
random,graphsage,0,ENSG00000244734,0.0,,0.04741964116692543
random,graphsage,0,ENSG00000185404,0.10834382710872319,0.13413331880324825,0.39753270149230957
random,graphsage,0,ENSG00000129757,0.13975854210352287,0.09200876991679226,0.3615730404853821
random,graphsage,0,ENSG00000150093,0.16499794383790825,0.1703605113827912,0.46271902322769165
random,graphsage,0,ENSG00000013297,0.0,,0.1699831783771515
random,graphsage,0,ENSG00000113739,0.0,,0.08625276386737823
random,graphsage,0,ENSG00000174607,0.0,0.0,0.0
random,graphsage,0,ENSG00000110693,0.2408872136331899,0.1683433385619927,0.33185580372810364
random,graphsage,0,ENSG00000131435,0.6945910507290554,0.7253782239103214,0.4313547611236572
random,graphsage,0,ENSG00000108387,-0.057862608528892176,-0.0743986374181268,0.3468967378139496
random,graphsage,0,ENSG00000196664,0.0,,0.1856514811515808
random,graphsage,0,ENSG00000164330,-0.009967022894025688,0.03572198436713259,0.2723848521709442
random,graphsage,0,ENSG00000094963,0.0,,0.1641552448272705
random,graphsage,0,ENSG00000189056,-0.012424456650735658,-0.014962701778485164,0.21235516667366028
random,graphsage,0,ENSG00000151532,-0.03253075683912667,-0.049069855732725896,0.25104475021362305
patient_mel1_,graphsage,0,ENSG00000107317,0.47402070349362846,0.4631063722170548,0.9856505393981934
patient_mel1_,graphsage,0,ENSG00000019582,0.6967637775960219,0.7336366898768998,1.5438740253448486
patient_mel1_,graphsage,0,ENSG00000172724,0.24926313042155096,0.32080822664014813,0.952574610710144
patient_mel1_,graphsage,0,ENSG00000168542,0.5802704290448115,0.571497476332641,0.9539992809295654
patient_mel1_,graphsage,0,ENSG00000145824,0.08432161204933636,0.18093905191168197,0.8369238376617432
patient_mel1_,graphsage,0,ENSG00000196616,0.0,,0.5848901867866516
patient_mel1_,graphsage,0,ENSG00000160180,0.0,,0.2879243493080139
patient_mel1_,graphsage,0,ENSG00000133110,-0.02006928549231394,-0.019315315210599978,1.5218192338943481
patient_mel1_,graphsage,0,ENSG00000240583,0.22972411517175573,0.24335531287690124,0.8387749195098877
patient_mel1_,graphsage,0,ENSG00000187608,0.1113500882536942,0.13112560396727382,0.7507532238960266
patient_mel1_,graphsage,0,ENSG00000181617,0.0,,1.018510341644287
patient_mel1_,graphsage,0,ENSG00000197766,0.00012691809809589616,0.015008253195041541,1.045783519744873
patient_mel1_,graphsage,0,ENSG00000170323,0.0686404797538494,0.10228932186463566,0.3291057348251343
patient_mel1_,graphsage,0,ENSG00000148671,-0.014902552001291971,-0.06594285001203674,0.8335018157958984
patient_mel1_,graphsage,0,ENSG00000137077,0.5291169066862225,0.4589288431487755,1.0228277444839478
patient_mel1_,graphsage,0,ENSG00000167286,0.15011046676446477,0.21940180776510065,0.5031845569610596
patient_mel1_,graphsage,0,ENSG00000184113,0.2856395428279501,0.2997252343834665,0.7495637536048889
patient_mel1_,graphsage,0,ENSG00000119922,0.04615426176753254,0.07744980546506272,0.4232778251171112
patient_mel1_,graphsage,0,ENSG00000105894,-0.03674093820798156,-0.04270823402790304,0.40625515580177307
patient_mel1_,graphsage,0,ENSG00000160307,0.29870508638310095,0.31285540788012245,0.8089640140533447
patient_mel1_,graphsage,0,ENSG00000163017,0.0007747510217107033,0.09050823200418895,0.47347214818000793
patient_mel1_,graphsage,0,ENSG00000170345,-0.05012305906061722,-0.05368758701721442,0.7807287573814392
patient_mel1_,graphsage,0,ENSG00000049540,0.07720769458503082,0.10687201305015284,0.5341136455535889
patient_mel1_,graphsage,0,ENSG00000099250,0.09419009172337789,0.06341804865540918,0.41662856936454773
patient_mel1_,graphsage,0,ENSG00000110079,-0.02257203454506593,0.0019695717308808865,0.43257075548171997
patient_mel1_,graphsage,0,ENSG00000163431,-0.01184200303095074,-0.012649736299620871,0.4460216760635376
patient_mel1_,graphsage,0,ENSG00000188536,-0.0395060000809451,-0.017408777210562453,0.5285242199897766
patient_mel1_,graphsage,0,ENSG00000167641,0.0,,0.33954715728759766
patient_mel1_,graphsage,0,ENSG00000184564,-0.0028602750654850087,-0.0030386778552450246,0.08546091616153717
patient_mel1_,graphsage,0,ENSG00000148700,0.05988096814653027,0.0680398385551616,0.6852878332138062
patient_mel1_,graphsage,0,ENSG00000261857,0.21212415231747744,0.24511161198289413,0.7760943174362183
patient_mel1_,graphsage,0,ENSG00000012223,-0.005255441684196273,-0.0061255662917758125,0.18544498085975647
patient_mel1_,graphsage,0,ENSG00000077984,-0.010781937221766286,0.029736266677781224,0.352944016456604
