split,model,seed,mean_pearson,median_pearson,sd_pearson,mean_spearman,median_spearman,mean_rmse,n_genes
random,graphsage,0,0.28873340910735584,0.2986650742855912,0.24925047768775585,0.29197434892295615,0.2632634158016017,0.28473665565252304,49
matched_hop5,graphsage,0,0.2108016851019647,0.08999654396035787,0.2512394986935761,0.24291588504822842,0.15831452840620863,0.23072214538649638,49
random,graphsage,1,0.2988793780154266,0.28110412958243763,0.23192649887432504,0.2825912419189856,0.24228250479070174,0.27755307620961445,49
matched_hop5,graphsage,1,0.20711731766088065,0.13108155307144068,0.24687551628745494,0.2117567270558096,0.13513717838734074,0.23024335093035989,49
random,graphsage,2,0.29245287353566585,0.2826439055238782,0.24562826419578943,0.2637950118307971,0.21459292171317096,0.2753406056031889,49
matched_hop5,graphsage,2,0.21917276973050792,0.14599360579801543,0.2508236785676988,0.23315747201483566,0.14296180661681035,0.22971570476585504,49
random,graphsage,3,0.2949343115377102,0.2758451552336096,0.24036771384243527,0.28218266238095074,0.2506582484900133,0.2867113657067625,49
matched_hop5,graphsage,3,0.22682048261886795,0.15813540837116233,0.24661764578055123,0.2336061129563875,0.14741079109863847,0.23008896281220476,49
random,graphsage,4,0.2823377213432449,0.2786800011747211,0.24565591927032682,0.2721358352298377,0.25803047565818976,0.28379944799353884,49
matched_hop5,graphsage,4,0.20702779846707572,0.14328471858700823,0.25410023472274607,0.2163888911901226,0.16298253310457106,0.2321086266667259,49
