gene,model,rand,pat,inflation,moran_i,dataset
IGKC,pca_ridge,0.08463836777875756,0.07701931258080484,0.007619055197952723,0.348206897736826,dlpfc
IGKC,spatial_knn,0.345734421465293,0.32819047086914305,0.017543950596149938,0.348206897736826,dlpfc
IGLC2,pca_ridge,0.06870951120691643,0.06475311792190318,0.003956393285013252,0.2422330058087279,dlpfc
IGLC2,spatial_knn,0.2603506007772184,0.2434215305582257,0.016929070218992676,0.2422330058087279,dlpfc
INTS3,pca_ridge,0.090327932864398,0.076392793772006,0.013935139092391996,0.0039356273587869,dlpfc
INTS3,spatial_knn,0.01684095614261909,0.012111279510412765,0.004729676632206326,0.0039356273587869,dlpfc
IRX2,pca_ridge,0.07636357936254617,0.07627229935676143,9.128000578474682e-05,0.0240936012236055,dlpfc
IRX2,spatial_knn,0.051969785186016915,0.05278255846497667,-0.0008127732789597539,0.0240936012236055,dlpfc
KRT18,pca_ridge,0.23308108214727502,0.2277814306285223,0.005299651518752724,0.183032226865847,dlpfc
KRT18,spatial_knn,0.25441830037616675,0.2463983671936465,0.008019933182520256,0.183032226865847,dlpfc
KRT19,pca_ridge,0.21820915369459434,0.2146885211748302,0.003520632519764144,0.2464803974649806,dlpfc
KRT19,spatial_knn,0.30368375188861646,0.28627155956978556,0.0174121923188309,0.2464803974649806,dlpfc
KRT8,pca_ridge,0.2705846180058412,0.26242093352472334,0.008163684481117872,0.2482960014971054,dlpfc
KRT8,spatial_knn,0.3259341051817014,0.3102067572143996,0.015727347967301797,0.2482960014971054,dlpfc
LDB2,pca_ridge,0.21563854128182475,0.20986332665975338,0.005775214622071367,0.0404839501007934,dlpfc
LDB2,spatial_knn,0.044014785945707666,0.0224953672326493,0.021519418713058364,0.0404839501007934,dlpfc
LRRC3,pca_ridge,-0.0004957003338573803,-0.00033989308383533344,-0.00015580725002204684,-0.0003159684237637,dlpfc
LRRC3,spatial_knn,-0.0043709157857004894,-0.0046202661599956665,0.00024935037429517706,-0.0003159684237637,dlpfc
MAG,pca_ridge,0.4571835587891015,0.33863784627796734,0.11854571251113416,0.2331143769118815,dlpfc
MAG,spatial_knn,0.2956492279513991,0.23536324678093312,0.06028598117046596,0.2331143769118815,dlpfc
MAL,pca_ridge,0.365249141101587,0.2792675637550835,0.08598157734650352,0.1633709610883811,dlpfc
MAL,spatial_knn,0.22193350464719197,0.17514786528632365,0.046785639360868325,0.1633709610883811,dlpfc
MALAT1,pca_ridge,0.1959538953139738,0.12536916847260668,0.07058472684136713,0.1919086138448589,dlpfc
MALAT1,spatial_knn,0.1960166513875085,0.16600012330919997,0.03001652807830854,0.1919086138448589,dlpfc
MBP,pca_ridge,0.5163153759095664,0.42393735181571474,0.09237802409385171,0.5156025633668878,dlpfc
MBP,spatial_knn,0.49188470619249286,0.5086651544034351,-0.01678044821094221,0.5156025633668878,dlpfc
MFAP2,pca_ridge,0.032692951997854144,0.0372563332898658,-0.004563381292011656,0.0030302156218547,dlpfc
MFAP2,spatial_knn,0.008889647224201169,0.013445934593886467,-0.004556287369685299,0.0030302156218547,dlpfc
MGP,pca_ridge,0.15623068976362234,0.0906582167910327,0.06557247297258964,0.3641248799790357,dlpfc
MGP,spatial_knn,0.43617963832949275,0.4111727231508276,0.025006915178665157,0.3641248799790357,dlpfc
MOBP,pca_ridge,0.48298632693316723,0.3673478972399447,0.11563842969322252,0.3196668563856915,dlpfc
MOBP,spatial_knn,0.39082011404913575,0.3361986946483774,0.05462141940075832,0.3196668563856915,dlpfc
MOG,pca_ridge,0.42736764560570056,0.3161258899791682,0.11124175562653238,0.2020854320738061,dlpfc
MOG,spatial_knn,0.2647627374692692,0.19167241561377002,0.07309032185549919,0.2020854320738061,dlpfc
MRE11,pca_ridge,0.022350554248264282,0.0176862987638999,0.004664255484364381,-0.0027838021662628,dlpfc
MRE11,spatial_knn,0.0069697061621587396,0.0085510091154448,-0.00158130295328606,-0.0027838021662628,dlpfc
MS4A1,pca_ridge,0.03099423462740792,0.01702613611524423,0.013968098512163688,0.0646134701900372,dlpfc
MS4A1,spatial_knn,0.0722278670681011,0.06377273916224534,0.008455127905855758,0.0646134701900372,dlpfc
MTA1,pca_ridge,0.06042929120205268,0.050788271487097,0.009641019714955686,-0.0007115550325232,dlpfc
MTA1,spatial_knn,0.00439387886046463,0.0024360891476792336,0.001957789712785396,-0.0007115550325232,dlpfc
MUC1,pca_ridge,0.23441526778926597,0.21764478376140928,0.01677048402785669,0.2468302877405294,dlpfc
MUC1,spatial_knn,0.3242317505628734,0.2909656714934148,0.03326607906945861,0.2468302877405294,dlpfc
MYBL2,pca_ridge,0.007215011620092374,-0.00030280090301766676,0.00751781252311004,-0.0010059350795639,dlpfc
MYBL2,spatial_knn,0.00221840000863155,0.0007448259765163666,0.0014735740321151834,-0.0010059350795639,dlpfc
NEFL,pca_ridge,0.477552523477825,0.4517826378138403,0.025769885663984693,0.278464746694377,dlpfc
NEFL,spatial_knn,0.18978290065435438,0.058541632260727734,0.13124126839362665,0.278464746694377,dlpfc
NKX6-2,pca_ridge,0.3755748577630999,0.2668159078328397,0.1087589499302602,0.1605185055744521,dlpfc
NKX6-2,spatial_knn,0.21961654641638248,0.16804039941495183,0.05157614700143065,0.1605185055744521,dlpfc
