split,model,seed,mean_pearson,median_pearson,sd_pearson,mean_spearman,median_spearman,mean_rmse,n_genes
random,pca_ridge,0,0.12949200802876554,0.044799794115554445,0.16665629367997212,0.10460503139219539,0.04250207855841957,0.3519009247221402,150
random,spatial_knn,0,0.11813430801967578,0.025233307695833495,0.15660191364649476,0.10356056508117306,0.03212674536105875,0.363101107848659,150
patient_Br5292,pca_ridge,0,0.0788769319694548,0.023249205210237624,0.10555167286948122,0.061550959997407804,0.02562268890413267,0.3765820547569698,150
patient_Br5292,spatial_knn,0,0.09221505813605038,0.013093278586854882,0.13857906014264196,0.08151050497648521,0.01474192584521317,0.38710924725383045,150
patient_Br5595,pca_ridge,0,0.06401188649368969,0.02358335683373464,0.08604950959383142,0.06462762999732569,0.02166479985998096,0.33482205186786207,150
patient_Br5595,spatial_knn,0,0.08310397835683485,0.011587721770644089,0.1338006513609164,0.08095933911700377,0.01790480947839472,0.35627237088157915,150
patient_Br8100,pca_ridge,0,0.1398640373783368,0.021242815108535523,0.206272216626938,0.12318236095776808,0.021648639360933794,0.3656539163812219,150
patient_Br8100,spatial_knn,0,0.11371308597963246,0.014238936320246101,0.16359452397298993,0.10285335310177855,0.018631322605981326,0.38164353882482244,150
random,pca_ridge,1,0.12748148134984166,0.05269036156052607,0.16389414601388874,0.10296414254282968,0.05540618282900672,0.35145398131688127,150
random,spatial_knn,1,0.11663001134711713,0.023776461122545577,0.15592885194250725,0.10434433758065588,0.035960164556481176,0.36193565510360437,150
random,pca_ridge,2,0.12878944659191688,0.06254589756469404,0.1611301070582253,0.10514262081166563,0.05853821543846098,0.34901899492445715,150
random,spatial_knn,2,0.12137830050106513,0.0267117336098193,0.156435055422429,0.10770770191166582,0.030337953404728894,0.3597306957140949,150
random,pca_ridge,3,0.13242141727774137,0.06080155084920771,0.16713843562539724,0.10597287253730159,0.059868318891898586,0.35196168314723764,150
random,spatial_knn,3,0.12058694884103575,0.029125552055418818,0.1570367541976883,0.10609398983717915,0.03499766138048036,0.36276339543222186,150
random,pca_ridge,4,0.1256741786046487,0.056609961628625846,0.15866047274897835,0.10110167951094556,0.054146021911348825,0.34952459918490303,150
random,spatial_knn,4,0.11462120159489975,0.026757262636106872,0.1518099054630082,0.10418571952014938,0.03893818047986041,0.3609547490861173,150
random,pca_ridge,5,0.12703520464961174,0.05497899759416694,0.15860844633265148,0.10200783107542508,0.05425795400848496,0.3508644569799071,150
random,spatial_knn,5,0.11384590404624777,0.02010728922504699,0.15349863223140792,0.09843190233613537,0.026123598531078217,0.36155175099309633,150
random,pca_ridge,6,0.13352690629468375,0.06606984125892461,0.16810263923900529,0.10587371053111042,0.04850946781960152,0.3489996159041766,150
random,spatial_knn,6,0.11982286088248317,0.02281279452511773,0.15805410327241956,0.10530262038640865,0.03312536262912296,0.35969674704108906,150
random,pca_ridge,7,0.12773899465177885,0.062421308411149255,0.1592584392295202,0.10248597963716582,0.04777303225785644,0.35089607713816806,150
random,spatial_knn,7,0.11669009895819937,0.025186196549136494,0.15429743249077935,0.10055101584428316,0.03336049912294464,0.3611662723365697,150
random,pca_ridge,8,0.1220622626727073,0.06170475869494882,0.1559489842009105,0.09974683259255195,0.05771383723679599,0.34841810433155235,150
random,spatial_knn,8,0.11820910930509235,0.02363637696350573,0.15486973893073172,0.10455586984107956,0.03471227744643625,0.35826215647313925,150
random,pca_ridge,9,0.13172926177703015,0.06088933099922542,0.1657994462142423,0.10502315179878885,0.05963232195789461,0.34799073207376446,150
random,spatial_knn,9,0.12315691806550513,0.026656416247669852,0.15648572090184615,0.10655132526307012,0.033561001871749166,0.3589472384818084,150
