split,model,seed,gene,pearson,spearman,rmse
random,mean,0,PTGDS,0.0,,0.9432082176208496
random,mean,0,CD74,0.0,,0.9354727864265442
random,mean,0,CCL19,0.0,,0.209476038813591
random,mean,0,COL3A1,,,0.5387420654296875
random,mean,0,CXCL14,,,0.9235588908195496
random,mean,0,ADH1B,0.0,,0.37995991110801697
random,mean,0,TFF3,0.0,,0.8542214035987854
random,mean,0,POSTN,,,0.36218005418777466
random,mean,0,AQP1,0.0,,0.32740283012390137
random,mean,0,ISG15,0.0,,0.7089888453483582
random,mean,0,FDCSP,,,0.08845541626214981
random,mean,0,CFD,,,0.4853448271751404
random,mean,0,FABP4,0.0,,0.75333172082901
random,mean,0,ADIRF,0.0,,0.8569021821022034
random,mean,0,CCL21,,,0.09601795673370361
random,mean,0,CD3D,,,0.07982969284057617
random,mean,0,CLDN5,,,0.5978335738182068
random,mean,0,IFIT2,,,0.22315837442874908
random,mean,0,PTN,,,0.8960379362106323
random,mean,0,S100B,,,1.0543240308761597
random,mean,0,ACTG2,0.0,,0.1036171168088913
random,mean,0,FOS,,,0.41704079508781433
random,mean,0,ELN,,,0.2282794564962387
random,mean,0,NRP1,,,0.2553248703479767
random,mean,0,MS4A4A,,,0.10101242363452911
random,mean,0,LMOD1,,,0.1289767622947693
random,mean,0,HBA2,,,0.7704223394393921
random,mean,0,PPP1R14A,0.0,,0.8183345794677734
random,mean,0,SLITRK6,,,0.10972050577402115
random,mean,0,ADD3,0.0,,0.680507242679596
random,mean,0,MIA,,,0.0690661072731018
random,mean,0,LTF,,,0.5003349184989929
random,mean,0,CST7,0.0,,0.06399112939834595
random,mean,0,TNF,,,0.041488952934741974
random,mean,0,NEXN,,,0.10473304241895676
random,mean,0,HBB,0.0,,0.8265683054924011
random,mean,0,SP140L,0.0,,0.09498807042837143
random,mean,0,CDKN1C,,,0.43726006150245667
random,mean,0,ITGB1,0.0,,0.48897433280944824
random,mean,0,CLDN11,0.0,,0.6921517252922058
random,mean,0,STC2,,,0.2706654667854309
random,mean,0,UGT8,0.0,,0.42905181646347046
random,mean,0,SOX6,0.0,,0.23525123298168182
random,mean,0,PDLIM4,,,0.274576336145401
random,mean,0,SEPT4,,,0.8633534908294678
random,mean,0,TLR7,0.0,,0.10936685651540756
random,mean,0,EBF1,0.0,,0.14756359159946442
random,mean,0,FMO2,0.0,,0.11558947712182999
random,mean,0,RELN,,,0.39226245880126953
random,mean,0,VTI1A,0.0,,0.22779102623462677
random,pca_ridge,0,PTGDS,0.3505311411874866,0.32647258644999977,0.8834624290466309
random,pca_ridge,0,CD74,0.2206858282194836,0.18017342183395238,0.9125066995620728
random,pca_ridge,0,CCL19,0.059507254252403,0.040832075558321725,0.2091037780046463
random,pca_ridge,0,COL3A1,0.14992683356720057,0.11473269488453665,0.5328928828239441
random,pca_ridge,0,CXCL14,0.16345040037978287,0.11931753540752509,0.9111561179161072
random,pca_ridge,0,ADH1B,0.08645330089829695,0.06581996256148118,0.37854093313217163
random,pca_ridge,0,TFF3,0.2065717585570474,0.19145531936864305,0.8358388543128967
random,pca_ridge,0,POSTN,0.10272346676186235,0.0858155813575698,0.3609448969364166
random,pca_ridge,0,AQP1,0.27527518955966923,0.17555808006194826,0.3151780366897583
random,pca_ridge,0,ISG15,0.03956515167129385,0.05712693388783214,0.7090414762496948
random,pca_ridge,0,FDCSP,0.02655566064207546,0.016147354940286605,0.08848369866609573
random,pca_ridge,0,CFD,0.0721421005181572,0.06257995397695328,0.4841676950454712
random,pca_ridge,0,FABP4,0.12430228838563825,0.09758543592497056,0.747641921043396
random,pca_ridge,0,ADIRF,0.11973043423429797,0.1055600432535432,0.8507529497146606
random,pca_ridge,0,CCL21,0.028119060953239086,0.017225394154730216,0.09598535299301147
random,pca_ridge,0,CD3D,0.012772006707033587,0.014347401607449382,0.07988659292459488
random,pca_ridge,0,CLDN5,0.02887753783421048,0.06223513429970497,0.5982427597045898
random,pca_ridge,0,IFIT2,0.08158025271011618,0.06018257012460883,0.22252711653709412
random,pca_ridge,0,PTN,0.11523739202993269,0.1212694685454154,0.890084981918335
random,pca_ridge,0,S100B,0.3711088455406498,0.29784971668255117,0.9792323708534241
random,pca_ridge,0,ACTG2,0.031145425704454235,0.022842255408261843,0.10359809547662735
random,pca_ridge,0,FOS,0.10722318982341009,0.0903822278931676,0.4147428572177887
random,pca_ridge,0,ELN,0.03982107542256742,0.026670620152738213,0.2281855195760727
random,pca_ridge,0,NRP1,-0.0009551303242641626,0.022365663964648518,0.255790650844574
random,pca_ridge,0,MS4A4A,-0.007907266993887252,-0.00511573733567666,0.10114480555057526
random,pca_ridge,0,LMOD1,0.030191101677185306,0.021885957992638466,0.12893551588058472
random,pca_ridge,0,HBA2,0.07874459161898746,0.1271466080116311,0.7682055830955505
random,pca_ridge,0,PPP1R14A,0.4073392271670615,0.25649065348711286,0.7476092576980591
random,pca_ridge,0,SLITRK6,0.06365654563180316,0.049869874183420676,0.109551340341568
random,pca_ridge,0,ADD3,0.11253659658872872,0.11348562092931218,0.6763458251953125
random,pca_ridge,0,MIA,-0.025302047560067854,-0.026834361333114374,0.06922774761915207
random,pca_ridge,0,LTF,0.08370712900557928,0.08480897452789228,0.49872973561286926
random,pca_ridge,0,CST7,0.013565929427230672,0.008941430414855107,0.06403455138206482
random,pca_ridge,0,TNF,0.02293652252754757,0.007130060060826989,0.04150974750518799
random,pca_ridge,0,NEXN,-0.019056261244584236,-0.001291259515289098,0.10488899052143097
random,pca_ridge,0,HBB,0.08375164839622455,0.083188286761885,0.8237801194190979
random,pca_ridge,0,SP140L,0.028903705668887385,0.02724074564546659,0.0949694961309433
random,pca_ridge,0,CDKN1C,0.3009794147721922,0.2016264772131827,0.41699862480163574
random,pca_ridge,0,ITGB1,0.12048761622475807,0.09333264808270095,0.4854278862476349
random,pca_ridge,0,CLDN11,0.46346597156868774,0.29900585798407897,0.6134395599365234
random,pca_ridge,0,STC2,0.05725117689772581,0.05939552287934881,0.2702692747116089
random,pca_ridge,0,UGT8,0.33440587533941407,0.2047289845728618,0.40456119179725647
random,pca_ridge,0,SOX6,0.032428596962559494,0.054424420311788194,0.2351481169462204
random,pca_ridge,0,PDLIM4,0.022044319576519988,0.02277230421263363,0.2746346592903137
random,pca_ridge,0,SEPT4,0.353312730343338,0.26102074098671363,0.8076932430267334
random,pca_ridge,0,TLR7,0.01124408303952341,0.02365293513174677,0.10940388590097427
random,pca_ridge,0,EBF1,-0.006122759933915598,-0.010349554579935888,0.14775051176548004
random,pca_ridge,0,FMO2,0.005471049057842651,0.0017035035342328145,0.11566861718893051
random,pca_ridge,0,RELN,0.12012119521074917,0.07489684938874268,0.3894217908382416
random,pca_ridge,0,VTI1A,0.022169767251341836,0.05698452798792424,0.2278151512145996
random,spatial_knn,0,PTGDS,0.10634175959712357,0.11103377567102822,0.9750603413215383
random,spatial_knn,0,CD74,0.13197923455862862,0.12312896060040705,0.9583957875109529
random,spatial_knn,0,CCL19,0.1581360256008229,0.08412314148752426,0.21139453825152602
random,spatial_knn,0,COL3A1,0.1636211831123457,0.16758848956774733,0.5453744553833426
random,spatial_knn,0,CXCL14,0.10666292129876656,0.09066235178586986,0.951281632860995
random,spatial_knn,0,ADH1B,0.20039952067145483,0.1802518081864752,0.38310438456184026
random,spatial_knn,0,TFF3,0.210067559175451,0.2227718246980954,0.8607875583238261
random,spatial_knn,0,POSTN,0.09177478074938089,0.09712041913325688,0.37534602213110135
random,spatial_knn,0,AQP1,0.12173461183088594,0.10717699041075365,0.34204462520479145
random,spatial_knn,0,ISG15,0.09010415389851714,0.09394308687224656,0.7350539496260359
random,spatial_knn,0,FDCSP,0.08266334153195778,0.12359047410987653,0.09710668423597076
random,spatial_knn,0,CFD,0.1609931649428855,0.15782337986373027,0.49415836289773324
random,spatial_knn,0,FABP4,0.43574366060207465,0.397495657728534,0.690351797210755
random,spatial_knn,0,ADIRF,0.10339394680979394,0.09644364166158866,0.8825848769542564
random,spatial_knn,0,CCL21,-0.009213676627848569,-0.012203301567725922,0.09950264562346701
random,spatial_knn,0,CD3D,0.054061057971472565,0.041410767564117115,0.08354880517459934
random,spatial_knn,0,CLDN5,0.01330036409786036,0.012162276209602217,0.6251230008584691
random,spatial_knn,0,IFIT2,0.0008039152564628315,-0.0017430841719338456,0.23771411242652274
random,spatial_knn,0,PTN,0.02752531165951036,0.03220092159514484,0.9398962568148441
random,spatial_knn,0,S100B,0.19271846022138023,0.16088960116109155,1.0587879541285845
random,spatial_knn,0,ACTG2,-0.013466457080845578,-0.01788496495676723,0.1089036071141406
random,spatial_knn,0,FOS,0.024720104710349373,0.03461647841267213,0.4389770815937006
random,spatial_knn,0,ELN,0.010144579025853688,0.018318912640707435,0.24009249975322208
random,spatial_knn,0,NRP1,0.003025823340106806,0.008031061250671127,0.27063031796769627
random,spatial_knn,0,MS4A4A,0.019010384315756974,0.018524814316797204,0.10503921269152271
random,spatial_knn,0,LMOD1,-0.0023615426810756793,-0.0007279861098257442,0.13678246105872804
random,spatial_knn,0,HBA2,0.1833660392147884,0.14781907897795474,0.7754305161900072
random,spatial_knn,0,PPP1R14A,0.2680836103967119,0.19747301068666656,0.8075078278533888
random,spatial_knn,0,SLITRK6,0.06449068653922649,0.083199267356796,0.1162346141798583
random,spatial_knn,0,ADD3,0.04338137311895858,0.039205636776489916,0.707414055605859
random,spatial_knn,0,MIA,-0.005087697293607982,-0.008234531907398627,0.07512989847736394
random,spatial_knn,0,LTF,0.12439183820998471,0.13496830004740934,0.5117457555283093
random,spatial_knn,0,CST7,-0.007381284581078583,-0.009448452018106929,0.06716184845950622
random,spatial_knn,0,TNF,-0.003256153883421336,-0.004041608187113382,0.04392188320232964
random,spatial_knn,0,NEXN,-0.005109053718276389,-0.0040677935562065,0.11096828317852579
random,spatial_knn,0,HBB,0.3200449184679258,0.24548464802049585,0.8001889999136078
random,spatial_knn,0,SP140L,0.0005569591976089887,0.02076919182253456,0.09844505057690497
random,spatial_knn,0,CDKN1C,0.1474040036150838,0.13805008918911327,0.44579888004208446
random,spatial_knn,0,ITGB1,0.03938192261953061,0.04829305508839853,0.5110312186873911
random,spatial_knn,0,CLDN11,0.28311701403930256,0.19589837707555946,0.6768478199371366
random,spatial_knn,0,STC2,0.04471458727363893,0.07125022032679304,0.28394920344230773
random,spatial_knn,0,UGT8,0.16956728694081769,0.1345957729363322,0.43726460173301773
random,spatial_knn,0,SOX6,0.01725349332835498,0.004105517723753803,0.24589402959295165
random,spatial_knn,0,PDLIM4,0.017724146019872673,0.006093786579546243,0.2847466831832902
random,spatial_knn,0,SEPT4,0.22574081549083472,0.17455534542424084,0.8613759337311906
random,spatial_knn,0,TLR7,0.0768796388163669,0.0048612390195725275,0.11348124291444364
random,spatial_knn,0,EBF1,-0.007719230134964242,-0.0070205702499564595,0.15753462287233197
random,spatial_knn,0,FMO2,0.0013267060707938807,0.005463007829597432,0.12225486881662698
random,spatial_knn,0,RELN,0.07717771305466845,0.0772284819456276,0.4067598608028983
